Data,Godzina,Generacja źródeł wiatrowych,Generacja źródeł fotowoltaicznych
2022-10-21,19,2454.800,2.225
2022-10-21,20,2617.963,0.000
2022-10-21,21,2480.413,0.000
2022-10-21,22,2303.338,0.000
2022-10-21,23,2166.075,0.000
2022-10-21,24,1980.038,0.000
2022-10-22,1,1653.850,0.000
2022-10-22,2,1426.200,0.000
2022-10-22,3,1356.838,0.000
2022-10-22,4,1336.938,0.000
2022-10-22,5,1197.038,0.000
2022-10-22,6,1140.025,0.000
2022-10-22,7,963.675,0.300
2022-10-22,8,980.950,73.075
2022-10-22,9,897.038,445.438
2022-10-22,10,774.625,849.325
2022-10-22,11,721.288,1056.563
2022-10-22,12,639.238,1110.475
2022-10-22,13,610.700,955.625
2022-10-22,14,699.738,736.988
2022-10-22,15,826.175,551.013
2022-10-22,16,980.638,409.263
2022-10-22,17,1200.350,226.450
2022-10-22,18,1290.538,78.275
2022-10-22,19,1356.975,2.988
2022-10-22,20,1475.025,0.000
2022-10-22,21,1614.613,0.000
2022-10-22,22,1837.263,0.000
2022-10-22,23,1934.350,0.000
2022-10-22,24,2031.013,0.000
2022-10-23,1,2127.375,0.000
2022-10-23,2,2054.163,0.000
2022-10-23,3,1874.463,0.000
2022-10-23,4,1722.975,0.000
2022-10-23,5,1607.725,0.000
2022-10-23,6,1564.900,0.000
2022-10-23,7,1578.638,0.313
2022-10-23,8,1558.050,51.538
2022-10-23,9,1428.588,473.175
2022-10-23,10,1280.788,1299.125
2022-10-23,11,1190.688,2100.850
2022-10-23,12,1140.463,2749.900
2022-10-23,13,1141.913,3032.650
2022-10-23,14,1062.913,3145.500
2022-10-23,15,873.975,2926.425
2022-10-23,16,595.650,2006.125
2022-10-23,17,425.763,846.538
2022-10-23,18,505.000,179.525
2022-10-23,19,690.113,3.538
2022-10-23,20,1098.575,0.000
2022-10-23,21,1483.238,0.000
2022-10-23,22,1761.925,0.000
2022-10-23,23,2017.638,0.000
2022-10-23,24,2265.300,0.000
2022-10-24,1,2281.413,0.000
2022-10-24,2,2446.875,0.000
2022-10-24,3,2538.125,0.000
2022-10-24,4,2542.575,0.000
2022-10-24,5,2440.888,0.000
2022-10-24,6,2389.013,0.000
2022-10-24,7,2416.025,0.000
2022-10-24,8,2299.400,55.225
2022-10-24,9,2179.900,309.250
2022-10-24,10,1911.700,909.638
2022-10-24,11,1605.650,1701.650
2022-10-24,12,1410.475,2426.275
2022-10-24,13,1107.825,3004.463
2022-10-24,14,1057.688,2982.025
2022-10-24,15,1138.438,2258.888
2022-10-24,16,1233.000,1569.363
2022-10-24,17,1430.075,677.875
2022-10-24,18,1832.863,144.450
2022-10-24,19,2536.238,0.000
2022-10-24,20,3295.313,0.000
2022-10-24,21,3504.163,0.000
2022-10-24,22,3330.300,0.000
2022-10-24,23,3315.675,0.000
2022-10-24,24,3399.113,0.000
2022-10-25,1,3292.975,0.000
2022-10-25,2,3023.750,0.000
2022-10-25,3,2784.513,0.000
2022-10-25,4,2639.275,0.000
2022-10-25,5,2501.725,0.000
2022-10-25,6,2496.513,0.000
2022-10-25,7,2470.188,0.000
2022-10-25,8,2347.350,57.125
2022-10-25,9,2244.750,496.288
2022-10-25,10,1912.750,1309.675
2022-10-25,11,1524.600,2128.250
2022-10-25,12,1462.338,2423.725
2022-10-25,13,1541.200,1780.250
2022-10-25,14,1736.363,2335.825
2022-10-25,15,1971.525,2075.138
2022-10-25,16,1795.463,1406.338
2022-10-25,17,1552.700,631.425
2022-10-25,18,1514.475,126.163
2022-10-25,19,1823.788,0.000
2022-10-25,20,2102.113,0.000
2022-10-25,21,2301.750,0.000
2022-10-25,22,2521.200,0.000
2022-10-25,23,2457.050,0.000
2022-10-25,24,2399.263,0.000
2022-10-26,1,2284.513,0.000
2022-10-26,2,2167.888,0.000
2022-10-26,3,1997.475,0.000
2022-10-26,4,1742.450,0.000
2022-10-26,5,1407.538,0.000
2022-10-26,6,1167.088,0.000
2022-10-26,7,1004.113,0.000
2022-10-26,8,791.013,55.463
2022-10-26,9,665.388,556.938
2022-10-26,10,583.850,1648.688
2022-10-26,11,522.425,2561.788
2022-10-26,12,537.113,3214.275
2022-10-26,13,557.275,3600.850
2022-10-26,14,555.375,3605.013
2022-10-26,15,466.200,3355.625
2022-10-26,16,370.238,2418.288
2022-10-26,17,293.363,1050.838
2022-10-26,18,346.100,132.388
2022-10-26,19,517.738,0.000
2022-10-26,20,721.725,0.000
2022-10-26,21,966.475,0.000
2022-10-26,22,1140.550,0.000
2022-10-26,23,1172.838,0.000
2022-10-26,24,1278.938,0.000
2022-10-27,1,1375.725,0.000
2022-10-27,2,1402.863,0.000
2022-10-27,3,1283.888,0.000
2022-10-27,4,1226.138,0.000
2022-10-27,5,1203.513,0.000
2022-10-27,6,1170.900,0.000
2022-10-27,7,1152.688,0.000
2022-10-27,8,1114.213,62.288
2022-10-27,9,1037.800,743.038
2022-10-27,10,874.575,2260.338
2022-10-27,11,483.188,3521.763
2022-10-27,12,273.688,4307.488
2022-10-27,13,252.588,4757.000
2022-10-27,14,301.950,4564.038
2022-10-27,15,357.050,3751.113
2022-10-27,16,339.725,2558.350
2022-10-27,17,346.650,1000.738
2022-10-27,18,462.963,145.300
2022-10-27,19,710.438,0.000
2022-10-27,20,1047.163,0.000
2022-10-27,21,1461.513,0.000
2022-10-27,22,1748.638,0.000
2022-10-27,23,2009.125,0.000
2022-10-27,24,2143.375,0.000
2022-10-28,1,2160.400,0.000
2022-10-28,2,2235.638,0.000
2022-10-28,3,2273.900,0.000
2022-10-28,4,2344.163,0.000
2022-10-28,5,2486.975,0.000
2022-10-28,6,2458.338,0.000
2022-10-28,7,2483.175,0.000
2022-10-28,8,2651.738,60.000
2022-10-28,9,2431.188,611.988
2022-10-28,10,2023.563,1962.700
2022-10-28,11,1443.738,3259.700
2022-10-28,12,1094.475,3833.900
2022-10-28,13,1096.763,3921.375
2022-10-28,14,1013.125,3543.875
2022-10-28,15,1164.488,2863.363
2022-10-28,16,1364.638,2020.525
2022-10-28,17,1737.663,800.025
2022-10-28,18,2596.625,112.975
2022-10-28,19,3521.725,0.000
2022-10-28,20,4220.188,0.000
2022-10-28,21,4492.000,0.000
2022-10-28,22,4501.100,0.000
2022-10-28,23,4390.600,0.000
2022-10-28,24,4261.175,0.000
2022-10-29,1,4209.625,0.000
2022-10-29,2,4187.513,0.000
2022-10-29,3,4238.425,0.000
2022-10-29,4,4393.988,0.000
2022-10-29,5,4502.463,0.000
2022-10-29,6,4663.300,0.000
2022-10-29,7,4839.788,0.000
2022-10-29,8,4659.350,50.325
2022-10-29,9,4503.063,486.038
2022-10-29,10,4088.900,1577.975
2022-10-29,11,3794.925,2532.100
2022-10-29,12,3512.763,3280.475
2022-10-29,13,3306.100,3676.438
2022-10-29,14,3124.163,3544.250
2022-10-29,15,2927.950,2788.800
2022-10-29,16,2525.975,1616.238
2022-10-29,17,2207.875,563.663
2022-10-29,18,2219.275,144.775
2022-10-29,19,2303.225,0.000
2022-10-29,20,2268.475,0.000
2022-10-29,21,2180.700,0.000
2022-10-29,22,2048.488,0.000
2022-10-29,23,1811.088,0.000
2022-10-29,24,1588.513,0.000
2022-10-30,1,1540.413,0.000
2022-10-30,2,1485.363,0.000
2022-10-30,3,1116.450,0.000
2022-10-30,4,984.675,0.000
2022-10-30,5,877.763,0.000
2022-10-30,6,840.675,0.000
2022-10-30,7,711.163,0.000
2022-10-30,8,671.250,414.663
2022-10-30,9,638.663,1529.975
2022-10-30,10,611.875,2407.925
2022-10-30,11,442.950,2942.213
2022-10-30,12,299.700,3160.963
2022-10-30,13,244.513,3324.038
2022-10-30,14,209.325,2760.363
2022-10-30,15,245.175,1914.513
2022-10-30,16,306.713,752.863
2022-10-30,17,475.850,142.700
2022-10-30,18,623.325,51.988
2022-10-30,19,666.863,0.000
2022-10-30,20,686.775,0.000
2022-10-30,21,662.850,0.000
2022-10-30,22,540.263,0.000
2022-10-30,23,444.850,0.000
2022-10-30,24,354.175,0.000
2022-10-31,1,336.050,0.000
2022-10-31,2,320.275,0.000
2022-10-31,3,331.275,0.000
2022-10-31,4,342.775,0.000
2022-10-31,5,395.500,0.000
2022-10-31,6,473.438,0.000
2022-10-31,7,565.988,31.675
2022-10-31,8,578.875,497.963
2022-10-31,9,478.925,1598.363
2022-10-31,10,268.913,2518.938
2022-10-31,11,124.975,3135.400
2022-10-31,12,64.825,3398.838
2022-10-31,13,65.513,3344.050
2022-10-31,14,94.850,2864.163
2022-10-31,15,95.913,1890.875
2022-10-31,16,65.925,645.188
2022-10-31,17,84.100,121.538
2022-10-31,18,112.050,41.113
2022-10-31,19,122.025,0.000
2022-10-31,20,137.713,0.000
2022-10-31,21,144.888,0.000
2022-10-31,22,173.725,0.000
2022-10-31,23,241.038,0.000
2022-10-31,24,302.550,0.000
2022-11-01,1,347.713,0.000
2022-11-01,2,403.050,0.000
2022-11-01,3,533.638,0.000
2022-11-01,4,720.525,0.000
2022-11-01,5,740.113,0.000
2022-11-01,6,828.575,0.000
2022-11-01,7,977.725,18.513
2022-11-01,8,785.700,272.863
2022-11-01,9,740.013,862.038
2022-11-01,10,691.338,1482.425
2022-11-01,11,676.525,1980.450
2022-11-01,12,645.925,2204.200
2022-11-01,13,633.838,2148.688
2022-11-01,14,622.788,1760.725
2022-11-01,15,633.763,1077.013
2022-11-01,16,697.550,375.813
2022-11-01,17,901.438,108.250
2022-11-01,18,1174.575,41.000
2022-11-01,19,1304.375,0.000
2022-11-01,20,1459.325,0.000
2022-11-01,21,1697.888,0.000
2022-11-01,22,1633.825,0.000
2022-11-01,23,1504.450,0.000
2022-11-01,24,1424.050,0.000
2022-11-02,1,1393.138,0.000
2022-11-02,2,1246.813,0.000
2022-11-02,3,1296.325,0.000
2022-11-02,4,1333.113,0.000
2022-11-02,5,1394.713,0.000
2022-11-02,6,1555.825,0.000
2022-11-02,7,1671.100,11.388
2022-11-02,8,1907.100,336.138
2022-11-02,9,1827.463,1340.000
2022-11-02,10,1461.500,2514.863
2022-11-02,11,1318.588,3320.025
2022-11-02,12,1571.863,3832.038
2022-11-02,13,1952.138,3621.850
2022-11-02,14,2235.813,3149.638
2022-11-02,15,2183.300,1872.900
2022-11-02,16,2050.088,593.288
2022-11-02,17,2546.913,90.125
2022-11-02,18,3243.413,22.425
2022-11-02,19,3484.613,0.000
2022-11-02,20,3817.625,0.000
2022-11-02,21,3705.225,0.000
2022-11-02,22,3804.663,0.000
2022-11-02,23,3809.575,0.000
2022-11-02,24,3534.575,0.000
2022-11-03,1,3272.125,0.000
2022-11-03,2,3036.088,0.000
2022-11-03,3,2644.038,0.000
2022-11-03,4,2353.150,0.000
2022-11-03,5,2188.800,0.000
2022-11-03,6,2059.213,0.000
2022-11-03,7,1944.938,28.975
2022-11-03,8,1888.600,764.925
2022-11-03,9,1676.975,2489.375
2022-11-03,10,1244.525,3848.388
2022-11-03,11,840.563,4718.038
2022-11-03,12,954.500,4979.188
2022-11-03,13,1104.950,4653.038
2022-11-03,14,1098.825,3831.100
2022-11-03,15,1070.238,2389.338
2022-11-03,16,1360.988,658.413
2022-11-03,17,2355.813,108.363
2022-11-03,18,3614.000,37.013
2022-11-03,19,4303.675,0.000
2022-11-03,20,4739.863,0.000
2022-11-03,21,4950.025,0.000
2022-11-03,22,5065.013,0.000
2022-11-03,23,5069.313,0.000
2022-11-03,24,4991.588,0.000
2022-11-04,1,4777.700,0.000
2022-11-04,2,4480.425,0.000
2022-11-04,3,4283.313,0.000
2022-11-04,4,4272.513,0.000
2022-11-04,5,4148.838,0.000
2022-11-04,6,4013.225,0.000
2022-11-04,7,4000.175,19.863
2022-11-04,8,3829.013,329.388
2022-11-04,9,3218.525,1199.513
2022-11-04,10,2333.463,1843.100
2022-11-04,11,1824.925,2173.138
2022-11-04,12,1625.363,2132.575
2022-11-04,13,1658.313,2015.613
2022-11-04,14,1596.963,1555.875
2022-11-04,15,1533.538,728.425
2022-11-04,16,1648.913,187.325
2022-11-04,17,1905.088,86.475
2022-11-04,18,2142.575,34.163
2022-11-04,19,2185.350,0.000
2022-11-04,20,2121.363,0.000
2022-11-04,21,2088.950,0.000
2022-11-04,22,2121.625,0.000
2022-11-04,23,1988.338,0.000
2022-11-04,24,1881.975,0.000
2022-11-05,1,1962.700,0.000
2022-11-05,2,2212.838,0.000
2022-11-05,3,2483.313,0.000
2022-11-05,4,2461.800,0.000
2022-11-05,5,2457.438,0.000
2022-11-05,6,2654.075,0.000
2022-11-05,7,2754.813,18.363
2022-11-05,8,2603.325,107.200
2022-11-05,9,2122.975,330.938
2022-11-05,10,1877.888,602.575
2022-11-05,11,1821.200,920.013
2022-11-05,12,1791.488,1081.975
2022-11-05,13,1759.088,1099.888
2022-11-05,14,1721.488,994.338
2022-11-05,15,1648.150,767.325
2022-11-05,16,1469.463,341.225
2022-11-05,17,1500.650,72.813
2022-11-05,18,1704.888,37.975
2022-11-05,19,1950.263,0.000
2022-11-05,20,2145.038,0.000
2022-11-05,21,2257.850,0.000
2022-11-05,22,2151.088,0.000
2022-11-05,23,2226.363,0.000
2022-11-05,24,2252.225,0.000
2022-11-06,1,2166.900,0.000
2022-11-06,2,2090.188,0.000
2022-11-06,3,1968.638,0.000
2022-11-06,4,1880.225,0.000
2022-11-06,5,1738.538,0.000
2022-11-06,6,1835.875,0.000
2022-11-06,7,1923.875,10.625
2022-11-06,8,2170.500,364.063
2022-11-06,9,2196.838,1447.150
2022-11-06,10,1680.213,2598.100
2022-11-06,11,1550.525,3491.450
2022-11-06,12,1609.925,3923.638
2022-11-06,13,1819.650,3857.100
2022-11-06,14,1887.650,3257.463
2022-11-06,15,1821.813,2112.475
2022-11-06,16,1830.863,612.850
2022-11-06,17,2364.113,80.000
2022-11-06,18,3303.050,35.763
2022-11-06,19,4102.213,0.000
2022-11-06,20,4341.625,0.000
2022-11-06,21,4614.913,0.000
2022-11-06,22,4696.938,0.000
2022-11-06,23,4655.725,0.000
2022-11-06,24,4586.463,0.000
2022-11-07,1,4561.588,0.000
2022-11-07,2,4327.375,0.000
2022-11-07,3,4113.200,0.000
2022-11-07,4,3935.963,0.000
2022-11-07,5,3765.513,0.000
2022-11-07,6,3598.163,0.000
2022-11-07,7,3390.688,7.488
2022-11-07,8,3341.938,158.638
2022-11-07,9,3191.625,580.088
2022-11-07,10,2891.238,1269.700
2022-11-07,11,2684.063,1848.225
2022-11-07,12,2499.638,2242.863
2022-11-07,13,2379.213,2174.500
2022-11-07,14,2297.200,1845.638
2022-11-07,15,2350.338,1296.013
2022-11-07,16,2494.100,359.063
2022-11-07,17,3106.200,34.613
2022-11-07,18,3812.163,0.000
2022-11-07,19,4168.363,0.000
2022-11-07,20,4050.213,0.000
2022-11-07,21,3959.863,0.000
2022-11-07,22,3967.463,0.000
2022-11-07,23,3830.425,0.000
2022-11-07,24,3749.075,0.000
2022-11-08,1,3574.700,0.000
2022-11-08,2,3535.425,0.000
2022-11-08,3,3425.338,0.000
2022-11-08,4,3442.775,0.000
2022-11-08,5,3491.700,0.000
2022-11-08,6,3301.988,0.000
2022-11-08,7,3178.663,8.663
2022-11-08,8,3110.188,411.413
2022-11-08,9,2703.013,1697.575
2022-11-08,10,1994.488,3129.413
2022-11-08,11,1421.025,4042.600
2022-11-08,12,1324.775,4568.213
2022-11-08,13,1475.513,4497.175
2022-11-08,14,1665.338,3652.450
2022-11-08,15,1776.075,2195.463
2022-11-08,16,2140.588,592.650
2022-11-08,17,3069.413,37.913
2022-11-08,18,4037.875,0.000
2022-11-08,19,4733.963,0.000
2022-11-08,20,5080.163,0.000
2022-11-08,21,5142.875,0.000
2022-11-08,22,5034.225,0.000
2022-11-08,23,4972.913,0.000
2022-11-08,24,4892.938,0.000
2022-11-09,1,4499.850,0.000
2022-11-09,2,4136.775,0.000
2022-11-09,3,4023.763,0.000
2022-11-09,4,3877.600,0.000
2022-11-09,5,3750.763,0.000
2022-11-09,6,3884.000,0.000
2022-11-09,7,3949.363,13.263
2022-11-09,8,3816.950,348.738
2022-11-09,9,3448.388,1385.525
2022-11-09,10,2939.000,2262.400
2022-11-09,11,2504.200,2590.513
2022-11-09,12,2332.450,2512.425
2022-11-09,13,2334.475,2242.613
2022-11-09,14,2333.550,1770.263
2022-11-09,15,2311.525,1120.188
2022-11-09,16,2497.613,381.150
2022-11-09,17,3053.650,40.850
2022-11-09,18,3437.400,0.000
2022-11-09,19,3796.438,0.000
2022-11-09,20,3909.425,0.000
2022-11-09,21,3804.513,0.000
2022-11-09,22,3653.913,0.000
2022-11-09,23,3520.800,0.000
2022-11-09,24,3437.000,0.000
2022-11-10,1,3509.300,0.000
2022-11-10,2,3341.513,0.000
2022-11-10,3,3288.888,0.000
2022-11-10,4,3210.363,0.000
2022-11-10,5,3147.463,0.000
2022-11-10,6,3268.700,0.000
2022-11-10,7,3468.463,12.175
2022-11-10,8,3587.638,135.200
2022-11-10,9,3623.775,564.775
2022-11-10,10,3382.850,1068.788
2022-11-10,11,3254.300,1542.075
2022-11-10,12,3185.613,1839.750
2022-11-10,13,3199.325,1810.213
2022-11-10,14,3106.688,1549.963
2022-11-10,15,2915.750,979.225
2022-11-10,16,2729.113,320.163
2022-11-10,17,2898.975,23.925
2022-11-10,18,3333.300,0.000
2022-11-10,19,3574.825,0.000
2022-11-10,20,3849.725,0.000
2022-11-10,21,3907.625,0.000
2022-11-10,22,3910.038,0.000
2022-11-10,23,3900.913,0.000
2022-11-10,24,3851.775,0.000
2022-11-11,1,3978.200,0.000
2022-11-11,2,3893.800,0.000
2022-11-11,3,3887.213,0.000
2022-11-11,4,3928.825,0.000
2022-11-11,5,3614.388,0.000
2022-11-11,6,3718.938,0.000
2022-11-11,7,3940.913,8.150
2022-11-11,8,4063.275,186.850
2022-11-11,9,3865.425,668.350
2022-11-11,10,3648.813,1229.950
2022-11-11,11,3497.088,1778.838
2022-11-11,12,3535.713,1676.788
2022-11-11,13,3516.788,1493.363
2022-11-11,14,3375.825,1197.875
2022-11-11,15,3212.350,697.713
2022-11-11,16,3123.113,241.438
2022-11-11,17,3231.075,38.638
2022-11-11,18,3347.775,0.000
2022-11-11,19,3463.825,0.000
2022-11-11,20,3500.000,0.000
2022-11-11,21,3341.238,0.000
2022-11-11,22,3144.850,0.000
2022-11-11,23,3045.413,0.000
2022-11-11,24,2799.438,0.000
2022-11-12,1,2571.175,0.000
2022-11-12,2,2450.113,0.000
2022-11-12,3,2429.525,0.000
2022-11-12,4,2250.838,0.000
2022-11-12,5,2113.513,0.000
2022-11-12,6,1887.288,0.000
2022-11-12,7,1778.925,4.350
2022-11-12,8,1824.550,154.875
2022-11-12,9,1757.713,706.275
2022-11-12,10,1427.713,1320.725
2022-11-12,11,1178.263,1761.825
2022-11-12,12,1081.050,1846.913
2022-11-12,13,1009.950,1664.038
2022-11-12,14,947.013,1371.425
2022-11-12,15,828.238,862.350
2022-11-12,16,721.363,278.475
2022-11-12,17,590.138,35.575
2022-11-12,18,483.375,0.000
2022-11-12,19,428.963,0.000
2022-11-12,20,343.663,0.000
2022-11-12,21,287.363,0.000
2022-11-12,22,235.850,0.000
2022-11-12,23,188.350,0.000
2022-11-12,24,152.125,0.000
2022-11-13,1,174.113,0.000
2022-11-13,2,176.500,0.000
2022-11-13,3,209.850,0.000
2022-11-13,4,189.888,0.000
2022-11-13,5,163.363,0.000
2022-11-13,6,124.100,0.000
2022-11-13,7,131.788,7.800
2022-11-13,8,166.650,92.200
2022-11-13,9,174.038,439.600
2022-11-13,10,177.575,870.013
2022-11-13,11,232.675,1214.488
2022-11-13,12,279.600,1306.425
2022-11-13,13,319.288,1338.025
2022-11-13,14,362.375,1131.463
2022-11-13,15,407.888,707.550
2022-11-13,16,523.075,239.863
2022-11-13,17,601.200,32.925
2022-11-13,18,766.175,0.000
2022-11-13,19,861.088,0.000
2022-11-13,20,978.788,0.000
2022-11-13,21,1044.663,0.000
2022-11-13,22,1139.938,0.000
2022-11-13,23,1248.675,0.000
2022-11-13,24,1311.638,0.000
2022-11-14,1,1478.338,0.000
2022-11-14,2,1569.063,0.000
2022-11-14,3,1691.013,0.000
2022-11-14,4,1721.988,0.000
2022-11-14,5,1669.563,0.000
2022-11-14,6,1573.225,0.000
2022-11-14,7,1564.188,1.788
2022-11-14,8,1696.913,92.438
2022-11-14,9,1665.238,485.163
2022-11-14,10,1603.425,1105.188
2022-11-14,11,1594.488,1674.150
2022-11-14,12,1477.563,2103.625
2022-11-14,13,1325.775,2241.400
2022-11-14,14,1292.913,1917.613
2022-11-14,15,1350.800,1119.500
2022-11-14,16,1544.413,315.213
2022-11-14,17,1894.350,7.650
2022-11-14,18,2196.438,0.000
2022-11-14,19,2219.425,0.000
2022-11-14,20,2014.338,0.000
2022-11-14,21,1780.550,0.000
2022-11-14,22,1614.650,0.000
2022-11-14,23,1400.500,0.000
2022-11-14,24,1164.588,0.000
2022-11-15,1,956.575,0.000
2022-11-15,2,845.375,0.000
2022-11-15,3,775.625,0.000
2022-11-15,4,753.588,0.000
2022-11-15,5,697.550,0.000
2022-11-15,6,617.113,0.000
2022-11-15,7,506.725,1.588
2022-11-15,8,442.338,124.988
2022-11-15,9,391.925,665.313
2022-11-15,10,276.700,1387.588
2022-11-15,11,169.600,1839.513
2022-11-15,12,114.750,2129.313
2022-11-15,13,78.963,2184.113
2022-11-15,14,102.875,1684.838
2022-11-15,15,133.925,821.838
2022-11-15,16,157.650,190.625
2022-11-15,17,189.038,3.888
2022-11-15,18,258.275,0.000
2022-11-15,19,373.238,0.000
2022-11-15,20,479.675,0.000
2022-11-15,21,642.738,0.000
2022-11-15,22,777.788,0.000
2022-11-15,23,872.813,0.000
2022-11-15,24,917.325,0.000
2022-11-16,1,1043.625,0.000
2022-11-16,2,1170.488,0.000
2022-11-16,3,1394.300,0.000
2022-11-16,4,1665.688,0.000
2022-11-16,5,1835.338,0.000
2022-11-16,6,2206.263,0.000
2022-11-16,7,2551.550,1.463
2022-11-16,8,2973.788,48.963
2022-11-16,9,3064.938,201.950
2022-11-16,10,3223.475,399.663
2022-11-16,11,3148.813,519.988
2022-11-16,12,3099.950,585.688
2022-11-16,13,3238.075,488.475
2022-11-16,14,3336.088,385.625
2022-11-16,15,3324.763,201.300
2022-11-16,16,3443.513,78.013
2022-11-16,17,3760.013,7.225
2022-11-16,18,3929.688,0.000
2022-11-16,19,4116.413,0.000
2022-11-16,20,4181.913,0.000
2022-11-16,21,4030.638,0.000
2022-11-16,22,3966.700,0.000
2022-11-16,23,3937.525,0.000
2022-11-16,24,3729.050,0.000
2022-11-17,1,3536.850,0.000
2022-11-17,2,3664.025,0.000
2022-11-17,3,3739.363,0.000
2022-11-17,4,3867.350,0.000
2022-11-17,5,3924.188,0.000
2022-11-17,6,3973.325,0.000
2022-11-17,7,4029.588,2.913
2022-11-17,8,4037.125,73.138
2022-11-17,9,4013.775,297.238
2022-11-17,10,3938.900,680.313
2022-11-17,11,3787.175,997.375
2022-11-17,12,3431.538,1340.263
2022-11-17,13,3133.813,1404.375
2022-11-17,14,2847.225,1128.925
2022-11-17,15,2733.200,563.425
2022-11-17,16,2515.788,124.600
2022-11-17,17,2568.613,7.463
2022-11-17,18,2535.063,0.000
2022-11-17,19,2403.225,0.000
2022-11-17,20,2188.250,0.000
2022-11-17,21,2098.300,0.000
2022-11-17,22,1992.275,0.000
2022-11-17,23,1859.900,0.000
2022-11-17,24,1811.875,0.000
2022-11-18,1,1701.963,0.000
2022-11-18,2,1644.550,0.000
2022-11-18,3,1740.988,0.000
2022-11-18,4,1677.863,0.000
2022-11-18,5,1792.550,0.000
2022-11-18,6,1999.588,0.000
2022-11-18,7,2108.350,2.725
2022-11-18,8,2510.400,70.825
2022-11-18,9,2229.575,336.450
2022-11-18,10,1944.038,692.300
2022-11-18,11,1915.538,1157.713
2022-11-18,12,2020.775,1361.725
2022-11-18,13,1984.713,1279.663
2022-11-18,14,2088.800,950.663
2022-11-18,15,1717.638,510.713
2022-11-18,16,1503.800,133.275
2022-11-18,17,1445.975,3.725
2022-11-18,18,1489.075,0.000
2022-11-18,19,1440.025,0.000
2022-11-18,20,1173.688,0.000
2022-11-18,21,973.613,0.000
2022-11-18,22,758.625,0.000
2022-11-18,23,555.713,0.000
2022-11-18,24,433.100,0.000
2022-11-19,1,311.750,0.000
2022-11-19,2,216.438,0.000
2022-11-19,3,256.263,0.000
2022-11-19,4,386.913,0.000
2022-11-19,5,503.900,0.000
2022-11-19,6,608.825,0.000
2022-11-19,7,661.688,1.875
2022-11-19,8,687.988,97.250
2022-11-19,9,758.163,540.100
2022-11-19,10,663.988,1275.775
2022-11-19,11,711.275,1844.738
2022-11-19,12,889.488,2095.988
2022-11-19,13,1253.950,1964.275
2022-11-19,14,1544.625,1495.950
2022-11-19,15,1565.188,759.113
2022-11-19,16,1552.475,202.075
2022-11-19,17,1519.975,4.913
2022-11-19,18,1708.100,0.000
2022-11-19,19,1993.363,0.000
2022-11-19,20,1986.563,0.000
2022-11-19,21,1891.050,0.000
2022-11-19,22,1776.388,0.000
2022-11-19,23,1614.613,0.000
2022-11-19,24,1597.188,0.000
2022-11-20,1,1488.438,0.000
2022-11-20,2,1334.213,0.000
2022-11-20,3,1328.988,0.000
2022-11-20,4,1183.075,0.000
2022-11-20,5,1130.225,0.000
2022-11-20,6,1211.750,0.000
2022-11-20,7,1255.975,3.175
2022-11-20,8,1249.838,137.900
2022-11-20,9,1176.763,630.625
2022-11-20,10,967.888,1393.188
2022-11-20,11,725.538,1832.588
2022-11-20,12,697.900,1927.463
2022-11-20,13,712.325,1787.263
2022-11-20,14,774.025,1328.425
2022-11-20,15,859.113,757.575
2022-11-20,16,980.800,176.650
2022-11-20,17,1205.938,4.725
2022-11-20,18,1451.075,0.000
2022-11-20,19,1726.888,0.000
2022-11-20,20,1803.988,0.000
2022-11-20,21,1898.900,0.000
2022-11-20,22,1893.663,0.000
2022-11-20,23,1753.613,0.000
2022-11-20,24,1585.413,0.000
2022-11-21,1,1388.375,0.000
2022-11-21,2,1210.050,0.000
2022-11-21,3,1340.875,0.000
2022-11-21,4,1457.638,0.000
2022-11-21,5,1472.300,0.000
2022-11-21,6,1434.250,0.000
2022-11-21,7,1437.338,1.075
2022-11-21,8,1292.638,95.475
2022-11-21,9,1261.775,364.025
2022-11-21,10,1277.325,648.688
2022-11-21,11,1136.225,1039.863
2022-11-21,12,907.975,1128.000
2022-11-21,13,807.563,1087.650
2022-11-21,14,868.638,837.913
2022-11-21,15,889.475,444.550
2022-11-21,16,759.275,151.450
2022-11-21,17,783.200,4.088
2022-11-21,18,664.138,0.000
2022-11-21,19,603.575,0.000
2022-11-21,20,554.650,0.000
2022-11-21,21,493.588,0.000
2022-11-21,22,396.700,0.000
2022-11-21,23,414.525,0.000
2022-11-21,24,429.050,0.000
2022-11-22,1,445.300,0.000
2022-11-22,2,573.600,0.000
2022-11-22,3,647.975,0.000
2022-11-22,4,690.788,0.000
2022-11-22,5,782.775,0.000
2022-11-22,6,821.763,0.000
2022-11-22,7,905.900,0.538
2022-11-22,8,1048.663,66.450
2022-11-22,9,1069.063,350.250
2022-11-22,10,1147.950,780.863
2022-11-22,11,1324.125,1148.913
2022-11-22,12,1483.500,1341.763
2022-11-22,13,1563.425,1146.938
2022-11-22,14,1596.250,792.525
2022-11-22,15,1629.675,332.225
2022-11-22,16,1883.000,93.075
2022-11-22,17,2116.375,4.288
2022-11-22,18,2406.088,0.000
2022-11-22,19,2428.288,0.000
2022-11-22,20,2349.813,0.000
2022-11-22,21,2030.638,0.000
2022-11-22,22,1830.750,0.000
2022-11-22,23,1775.325,0.000
2022-11-22,24,1745.113,0.000
2022-11-23,1,1708.313,0.000
2022-11-23,2,1523.300,0.000
2022-11-23,3,1370.200,0.000
